Nazwa pliku,czas[s],czas[ms],ilosc testow,Blad, min, sredni, max, poprawny
tsp_6_1,5.78002,5.78e+03,9, 0, 132, 132, 132, 132
tsp_6_2,5.91,5.91e+03,9, 0, 80, 80, 80, 80
