Nazwa pliku,czas[s],czas[ms],ilosc testow,Blad, min, sredni, max, poprawny
tsp_6_1,0.950774,951,9, 0, 132, 132, 132, 132
tsp_6_2,1.11,1.11e+03,9, 0, 80, 80, 80, 80
tsp_10,1.12,1.12e+03,8, 0, 212, 212, 212, 212
tsp_12,1.03,1.03e+03,8, 0, 264, 264, 264, 264
tsp_13,1.06,1.06e+03,7, 0, 269, 269, 269, 269
